133,1.3333334,3
133,1.3333334,1
133,1.3333334,1
133,1.3333334,1
133,1.28,3
133,1.2666667,5
133,0.7733333,1
133,1.3333334,3
133,1.0266666,4
133,1.3333334,1
133,1.3333334,1
133,1.1066667,2
133,1.3333334,1
133,1.2933333,2
133,1.1733333,2
133,1.1466666,2
133,1.28,1
133,1.3333334,1
133,1.2933333,1
133,1.1466666,1
133,1.3333334,1
133,1.3333334,5
133,1.2133334,3
133,1.0666667,1
133,1.2266667,4
133,1.0666667,4
133,1.2666667,4
133,1.3066666,1
133,1.16,1
133,1.3333334,1
133,0.7866667,1
133,0.88,1
133,0.8933333,1
133,0.94666666,1
133,1.1733333,1
133,0.74666667,1
133,1.2933333,1
133,1.24,1
133,1.12,1
133,1.1733333,1
133,1.1066667,1
133,0.76,1
133,1.0533333,1
133,1.08,1
133,0.73333335,1
133,1.2533333,1
133,0.72,1
133,1.2133334,1
133,0.96,1
133,1.3333334,1
133,0.96,1
133,1.08,1
133,1.04,1
133,1.04,1
133,0.85333335,1
133,0.9066667,1
133,1.12,1
133,1.2266667,1
133,1.04,1
133,1.0133333,1
133,1.2533333,1
133,0.8933333,1
133,1.0533333,1
133,1.2666667,1
133,1.0133333,1
133,1.2133334,1
133,1.08,1
133,1.3333334,1
133,1.1866666,1
133,1.2933333,1
133,0.82666665,1
133,1.3333334,1
133,1.2933333,1
133,1.24,1
133,1.3066666,3
133,1.3333334,1
133,1.3333334,1
133,1.3333334,2
133,1.3333334,4
133,1.3333334,5
133,1.3066666,5
133,1.2666667,1
133,1.3333334,4
133,1.04,4
133,1.28,1
133,1.1466666,1
133,1.12,1
133,1.0266666,1
133,1.2666667,2
133,1.3066666,4
133,1.2533333,2
133,0.6666667,1
133,1.3066666,1
133,0.97333336,1
133,0.9066667,1
133,1.1733333,1
133,1.28,4
133,1.0933334,3
133,1.2133334,4
133,1.12,1
133,1.1866666,3
133,1.2666667,1
133,1.0533333,5
133,1.3333334,4
133,1.2133334,3
133,1.0266666,1
133,1.24,1
133,1.2666667,2
133,0.92,1
133,0.56,1
133,1.16,1
133,1.3066666,1
133,1.1466666,1
133,0.73333335,1
133,0.8,1
133,1.0933334,1
133,1.04,1
133,0.68,1
133,0.76,1
133,0.76,1
133,0.6933333,1
133,1.2533333,1
133,1.0666667,1
133,1.2266667,1
133,0.7733333,1
133,0.84,1
133,1.3333334,1
133,0.92,1
133,0.96,1
133,0.92,1
133,1.16,1
133,0.9866667,1
133,1.24,1
133,1,1
133,1.2133334,1
133,1.0933334,1
133,0.9066667,1
133,1.0266666,1
133,0.97333336,2
133,1.2266667,1
133,1.1333333,1
133,0.81333333,1
133,1.2,1
133,1.0133333,1
133,0.85333335,2
133,1.3333334,2
133,1.2933333,1
133,1.1733333,2
133,1.2933333,1
133,0.8,2
133,1.3333334,1
118,1.28,4
118,1.3333334,1
118,1.3333334,1
118,1.3333334,5
118,1.3333334,5
118,1.3333334,5
118,1.3333334,5
118,1.3333334,2
118,1.3333334,3
118,1.0933334,5
118,1.32,5
118,1.3333334,4
118,1.3333334,1
118,1.3333334,4
118,1.2933333,3
118,1.3333334,1
118,1.3333334,4
118,1.3333334,4
118,1.3333334,2
118,1.3333334,1
118,1.2666667,1
118,1.3333334,1
118,1.3333334,3
118,1.2933333,4
118,1.3333334,4
118,1.3066666,3
118,1.3333334,4
118,1.3333334,4
118,1.3333334,5
118,1.3333334,3
118,1.3333334,1
118,1.3333334,1
118,1.3333334,4
118,1.0266666,1
118,0.96,1
118,0.94666666,3
118,1,1
118,1.0933334,1
118,1.04,1
118,1.0533333,1
118,1.1466666,1
118,1.24,1
118,1.2666667,1
118,1.1333333,1
118,1.2,1
118,1.2133334,1
118,1.16,1
118,1.28,1
118,0.88,1
118,1.3333334,1
118,1.0666667,1
118,1.2266667,1
118,1.2666667,1
118,1.3333334,1
118,1.16,1
118,1.2933333,1
118,1.1866666,1
118,1.2133334,1
118,1.2,1
118,1.0933334,1
118,1.24,1
118,1.3066666,1
118,1.08,1
118,0.74666667,1
118,1.0933334,1
118,1.3066666,4
118,1.3066666,1
118,1.16,1
118,1.12,1
118,1.32,2
118,1.2933333,1
118,1.1333333,1
118,1.3333334,1
118,1.2133334,2
118,1.3333334,1
118,1.2666667,1
118,1.3333334,1
118,1.2533333,2
118,1.3333334,1
118,1.3333334,5
118,1.3333334,1
118,1.3333334,1
118,1.32,5
118,1.3333334,5
118,1.3333334,5
118,1.3333334,5
118,1.2533333,5
118,1.3333334,5
118,1.2533333,5
118,1.3333334,5
118,1.3333334,1
118,1.32,1
118,1.2933333,3
118,1.2,1
118,1.3333334,1
118,1.3333334,5
118,1.3333334,1
118,1.2533333,1
118,1.24,1
118,1.3333334,1
118,1.1733333,4
118,1.0266666,5
118,1.3333334,5
118,1.3333334,1
118,1.2533333,5
118,1.3333334,5
118,1.3333334,5
118,1.3333334,5
118,1.3333334,5
118,1.3333334,5
118,1.3333334,1
118,1.3333334,4
118,1.3333334,1
118,0.96,1
118,1.2533333,1
118,1.2533333,1
118,1.2266667,1
118,0.70666665,3
118,1.16,1
118,0.68,1
118,1.2533333,1
118,1.1733333,1
118,1.2933333,1
118,1.16,1
118,1.3333334,1
118,1.1066667,2
118,1.3333334,1
118,1.1466666,2
118,1.32,1
118,1.12,1
118,1.3333334,1
118,1.12,1
118,1.2933333,1
